order_id,order_date,customer_id,region_id,ship_mode,payment_method,delivery_time_days,shipping_cost,order_priority
O202310152880,10/15/2023,CUST_2219,R08,Economy,Mastercard,14,12.52,Low
O202301112881,1/11/2023,CUST_1127,R07,express,Mastercard,2,15.31,Medium
O202301162882,1/16/2023,CUST_1504,R03,Standard,PayPal,6,1.42,MEDIUM
O202311242883,11/24/2023,CUST_2161,R04,Express,visa,1,1.73,High
O202509072884,9/7/2025,CUST_1539,R01,express,PayPal,2,5.16,low
O202508172885,8/17/2025,CUST_1655,R06,Express,SEPA,2,9.08,High
O202410042886,10/4/2024,CUST_1154,R05,Express,Bancontact,3,4.03,Urgent
O202510072887,10/7/2025,CUST_1433,R06,Standard,Bancontact,9,3.19,low
O202505232888,5/23/2025,CUST_1183,R04,Overnight,PayPal,1,15.24,low
O202504032889,4/3/2025,CUST_1507,R04,STANDARD,SEPA,9,14.12,low
O202504142890,4/14/2025,CUST_1513,R02,express,SEPA,3,5.22,MEDIUM
O202501012891,1/1/2025,CUST_1095,R02,STANDARD,iDEAL,10,1.77,MEDIUM
O202504042892,4/4/2025,CUST_1265,R05,express,iDEAL,2,6.71,Medium
O202312072893,12/7/2023,CUST_1806,R05,Express,Bancontact,3,13.34,Urgent
O202505262894,5/26/2025,CUST_1392,R07,express,iDEAL,3,14.14,High
O202305052895,5/5/2023,CUST_1009,R03,Economy,visa,11,9.68,High
O202408022896,8/2/2024,CUST_1261,R01,Express,iDEAL,3,1.61,Medium
O202307132897,7/13/2023,CUST_1749,R02,STANDARD,Visa,10,5.61,Urgent
O202310182898,10/18/2023,CUST_1625,R05,express,SEPA,1,1.5,Low
O202503202899,3/20/2025,CUST_1836,R04,Economy,visa,7,15.72,Low
O202301142900,1/14/2023,CUST_2069,R03,Overnight,Mastercard,1,6.11,Low
O202403072901,3/7/2024,CUST_2103,R02,Overnight,Visa,1,10.26,Low
O202408032902,8/3/2024,CUST_2220,R05,Standard,SEPA,7,0.98,Low
O202510192903,10/19/2025,CUST_1610,R04,Overnight,Visa,1,5.89,MEDIUM
O202401092904,1/9/2024,CUST_1506,R03,STANDARD,Visa,9,14.07,low
O202506112905,6/11/2025,CUST_1051,R03,Overnight,PayPal,,14.8,Medium
O202304262906,4/26/2023,CUST_1050,R01,express,Bancontact,1,2.77,MEDIUM
O202409032907,9/3/2024,CUST_1495,R03,express,Bancontact,3,7.81,Low
O202410032908,10/3/2024,CUST_1527,R08,express,Visa,2,5.69,Medium
O202409222909,9/22/2024,CUST_1657,R05,STANDARD,Visa,7,1.55,Urgent
O202502102910,2/10/2025,CUST_1877,R02,Overnight,SEPA,1,3.46,low
O202307202911,7/20/2023,CUST_1546,R03,express,SEPA,1,15.34,Low
O202303012912,3/1/2023,CUST_1202,R04,Overnight,visa,1,10.15,low
O202302122913,2/12/2023,CUST_1895,R03,express,iDEAL,3,9.78,Low
O202508292914,8/29/2025,CUST_1371,R05,express,Bancontact,1,14.11,low
O202303242915,3/24/2023,CUST_1270,R01,Express,Bancontact,1,1.75,Urgent
O202410102916,10/10/2024,CUST_1497,R06,Overnight,Bancontact,1,1.4,Low
O202311062917,11/6/2023,CUST_1173,R02,express,SEPA,1,0.54,MEDIUM
O202501102918,1/10/2025,CUST_1667,R02,Standard,Visa,10,4.01,Urgent
O202403292919,3/29/2024,CUST_1442,R07,Overnight,PayPal,1,13.14,MEDIUM
O202503062920,3/6/2025,CUST_2205,R02,Overnight,Mastercard,1,12.12,MEDIUM
O202211162921,11/16/2022,CUST_1116,R08,Economy,Mastercard,6,15.27,Urgent
O202508212922,8/21/2025,CUST_1490,R06,Express,Bancontact,3,10,Urgent
O202408162923,8/16/2024,CUST_1988,R02,Standard,iDEAL,6,11.97,Medium
O202301202924,1/20/2023,CUST_1030,R01,STANDARD,Visa,5,3.38,Medium
O202410012925,10/1/2024,CUST_2054,R07,Economy,Bancontact,11,4.52,Low
O202502242926,2/24/2025,CUST_1247,R08,Express,iDEAL,3,7.38,High
O202403092927,3/9/2024,CUST_1593,R05,express,SEPA,1,11.35,Urgent
O202410252928,10/25/2024,CUST_1847,R05,Standard,PayPal,7,11.72,Low
O202307062929,7/6/2023,CUST_1954,R06,express,Mastercard,2,12.06,low
O202411202930,11/20/2024,CUST_1222,R08,express,iDEAL,3,11.22,low
O202411092931,11/9/2024,CUST_2188,R07,Overnight,visa,1,0.67,MEDIUM
O202402122932,2/12/2024,CUST_1449,R08,Economy,PayPal,6,13.45,MEDIUM
O202405112933,5/11/2024,CUST_2057,R05,Economy,Mastercard,,2.55,Medium
O202408292934,8/29/2024,CUST_1190,R05,Overnight,PayPal,1,9.38,Low
O202312112935,12/11/2023,CUST_1929,R03,Express,Bancontact,2,4.35,Low
O202308222936,8/22/2023,CUST_1880,R05,Express,Visa,1,7.53,low
O202304082937,4/8/2023,CUST_1452,R08,Express,Mastercard,3,1.94,low
O202312162938,12/16/2023,CUST_1741,R03,Overnight,SEPA,1,2.44,low
O202411262939,11/26/2024,CUST_1068,R02,Economy,SEPA,14,4.87,Urgent
O202307312940,7/31/2023,CUST_2141,R05,Standard,Bancontact,8,10.65,Low
O202312112941,12/11/2023,CUST_1112,R08,STANDARD,Mastercard,10,4.69,Urgent
O202502032942,2/3/2025,CUST_1938,R01,Standard,Bancontact,9,4.84,Urgent
O202501122943,1/12/2025,CUST_1773,R05,Economy,iDEAL,7,10.91,High
O202407262944,7/26/2024,CUST_1431,R07,STANDARD,Mastercard,10,14.44,High
O202510202945,10/20/2025,CUST_1670,R06,STANDARD,Mastercard,7,6.81,low
O202507042946,7/4/2025,CUST_1378,R07,express,iDEAL,1,14.56,Medium
O202409012947,9/1/2024,CUST_1918,R03,express,Mastercard,3,11.45,Urgent
O202310062948,10/6/2023,CUST_1970,R01,Economy,SEPA,8,3.07,MEDIUM
O202403082949,3/8/2024,CUST_1519,R05,express,Bancontact,2,5.64,Low
O202412312950,12/31/2024,CUST_1179,R01,express,visa,3,8.01,low
O202412302951,12/30/2024,CUST_2065,R08,STANDARD,Mastercard,7,9.63,Low
O202212092952,12/9/2022,CUST_1504,R06,Standard,iDEAL,8,5.17,High
O202402142953,2/14/2024,CUST_1614,R05,Standard,visa,9,3.63,MEDIUM
O202402252954,2/25/2024,CUST_1208,R04,STANDARD,Visa,5,11.82,Low
O202506182955,6/18/2025,CUST_1862,R02,Express,SEPA,1,7.88,Medium
O202211052956,11/5/2022,CUST_1187,R03,Express,visa,1,3.43,low
O202411212957,11/21/2024,CUST_1370,R01,Standard,SEPA,6,1.59,Medium
O202401172958,1/17/2024,CUST_1150,R04,Express,visa,2,10.94,MEDIUM
O202303172959,3/17/2023,CUST_1597,R01,STANDARD,iDEAL,6,7.74,Medium
O202403152960,3/15/2024,CUST_1251,R07,express,Mastercard,1,2.92,Low
O202212082961,12/8/2022,CUST_1502,R02,Economy,visa,11,5.11,low
O202211292962,11/29/2022,CUST_1016,R01,Economy,Visa,14,15.91,MEDIUM
O202304122963,4/12/2023,CUST_1949,R07,Overnight,visa,1,3.39,Medium
O202406252964,6/25/2024,CUST_1633,R04,Overnight,Mastercard,1,8.14,Urgent
O202306212965,6/21/2023,CUST_1764,R02,Overnight,PayPal,1,4.86,low
O202306252966,6/25/2023,CUST_1233,R08,Economy,Visa,12,2.13,Medium
O202510272967,10/27/2025,CUST_1382,R01,Overnight,Visa,1,3.79,MEDIUM
O202509302968,9/30/2025,CUST_1020,R04,Overnight,SEPA,1,10.23,Medium
O202312252969,12/25/2023,CUST_1344,R02,express,SEPA,,5.98,low
O202401142970,1/14/2024,CUST_1365,R05,Economy,Visa,12,10.9,Low
O202311182971,11/18/2023,CUST_1924,R07,Express,PayPal,1,0.68,Medium
O202304302972,4/30/2023,CUST_1452,R02,Standard,Bancontact,8,11.57,Medium
O202510192973,10/19/2025,CUST_1441,R03,express,Bancontact,3,11.95,High
O202501302974,1/30/2025,CUST_1914,R02,Standard,visa,8,7.47,MEDIUM
O202511042975,11/4/2025,CUST_1843,R03,STANDARD,Visa,6,5.31,low
O202501222976,1/22/2025,CUST_1526,R03,express,Bancontact,1,2.72,High
O202407052977,7/5/2024,CUST_1172,R08,Economy,visa,9,13.67,Low
O202211252978,11/25/2022,CUST_1740,R04,Standard,iDEAL,9,1.18,MEDIUM
O202410022979,10/2/2024,CUST_1057,R08,Overnight,visa,1,8.42,low
O202408172980,8/17/2024,CUST_1336,R05,express,Bancontact,2,12.47,low
O202403282981,3/28/2024,CUST_1894,R08,STANDARD,Bancontact,5,8.92,MEDIUM
O202402092982,2/9/2024,CUST_1049,R08,express,PayPal,3,0.64,low
O202402192983,2/19/2024,CUST_1660,R06,Economy,Visa,5,2.61,Medium
O202505192984,5/19/2025,CUST_2219,R08,Express,SEPA,1,9.01,High
O202402272985,2/27/2024,CUST_1268,R01,Overnight,Visa,1,2.51,Medium
O202404072986,4/7/2024,CUST_1057,R07,Express,visa,2,1.16,low
O202301202987,1/20/2023,CUST_1746,R01,Express,PayPal,1,1.02,MEDIUM
O202506182988,6/18/2025,CUST_1560,R08,Standard,SEPA,5,10.66,Low
O202410212989,10/21/2024,CUST_1901,R07,STANDARD,iDEAL,8,10.06,High
O202310012990,10/1/2023,CUST_1522,R01,express,SEPA,3,4.91,Low
O202304142991,4/14/2023,CUST_1505,R02,STANDARD,Visa,5,12.01,Low
O202409172992,9/17/2024,CUST_1834,R08,Economy,Bancontact,11,14.39,low
O202409232993,9/23/2024,CUST_1265,R05,STANDARD,Bancontact,10,7.72,low
O202309102994,9/10/2023,CUST_1194,R08,express,PayPal,2,14.35,Urgent
O202301222995,1/22/2023,CUST_1265,R03,Economy,Mastercard,,11.23,Low
O202402152996,2/15/2024,CUST_1626,R08,STANDARD,visa,6,10.48,Low
O202311242997,11/24/2023,CUST_1305,R01,STANDARD,PayPal,10,11,low
O202405022998,5/2/2024,CUST_2074,R08,Express,PayPal,3,2.79,Urgent
O202310182999,10/18/2023,CUST_1390,R04,Economy,SEPA,9,14.22,MEDIUM
O202212033000,12/3/2022,CUST_1335,R05,Standard,visa,9,8.02,MEDIUM
O202503173001,3/17/2025,CUST_1401,R05,express,PayPal,3,2.16,Urgent
O202403233002,3/23/2024,CUST_2200,R04,Overnight,SEPA,1,12.7,Low
O202307273003,7/27/2023,CUST_1492,R02,STANDARD,SEPA,9,7.24,Medium
O202309153004,9/15/2023,CUST_1970,R04,Overnight,visa,1,3.74,Low
O202211073005,11/7/2022,CUST_1800,R03,Standard,visa,5,3.1,Low
O202303023006,3/2/2023,CUST_1239,R05,Economy,Mastercard,5,11,Low
O202410043007,10/4/2024,CUST_1363,R07,Express,Bancontact,1,8.42,Urgent
O202311083008,11/8/2023,CUST_1445,R04,Overnight,Bancontact,1,4.4,Low
O202411133009,11/13/2024,CUST_1241,R05,Express,PayPal,2,1.34,High
O202506143010,6/14/2025,CUST_1696,R05,STANDARD,PayPal,7,5.3,MEDIUM
O202406143011,6/14/2024,CUST_1342,R02,Economy,iDEAL,12,2.87,MEDIUM
O202407073012,7/7/2024,CUST_1776,R04,STANDARD,Visa,7,9.95,High
O202502133013,2/13/2025,CUST_1560,R08,Economy,iDEAL,6,10.54,Low
O202310313014,10/31/2023,CUST_2202,R08,Express,PayPal,2,5.16,MEDIUM
O202510173015,10/17/2025,CUST_2016,R06,Economy,iDEAL,5,13.62,High
O202506093016,6/9/2025,CUST_1648,R02,Overnight,PayPal,1,10.38,low
O202401263017,1/26/2024,CUST_1570,R08,STANDARD,Mastercard,10,0.78,Urgent
O202310183018,10/18/2023,CUST_1533,R06,Economy,Mastercard,5,8.03,Medium
O202403293019,3/29/2024,CUST_1829,R05,Express,SEPA,2,10.85,Urgent
O202310113020,10/11/2023,CUST_1632,R04,Economy,Visa,14,4.28,Urgent
O202211283021,11/28/2022,CUST_1872,R07,Economy,SEPA,13,11.57,Urgent
O202502243022,2/24/2025,CUST_1497,R08,Overnight,iDEAL,1,12.95,High
O202509283023,9/28/2025,CUST_2006,R01,express,PayPal,1,13.55,Low
O202504153024,4/15/2025,CUST_1172,R06,STANDARD,Visa,5,2.63,High
O202308123025,8/12/2023,CUST_1392,R02,express,Visa,1,12.15,Medium
O202507123026,7/12/2025,CUST_1339,R07,STANDARD,Mastercard,10,14.76,High
O202501093027,1/9/2025,CUST_1164,R05,Economy,SEPA,13,2.25,High
O202506043028,6/4/2025,CUST_1810,R07,STANDARD,iDEAL,10,7.22,Low
O202310023029,10/2/2023,CUST_1067,R01,Economy,Visa,8,13.37,Medium
O202404113030,4/11/2024,CUST_1804,R01,Economy,Bancontact,7,2.7,MEDIUM
O202510283031,10/28/2025,CUST_1867,R02,Economy,PayPal,13,8.28,Low
O202405133032,5/13/2024,CUST_1936,R06,Economy,Bancontact,10,12.02,Urgent
O202508283033,8/28/2025,CUST_1350,R04,Standard,PayPal,7,9.17,MEDIUM
O202510303034,10/30/2025,CUST_1428,R07,express,Bancontact,1,11.48,High
O202301223035,1/22/2023,CUST_1756,R04,STANDARD,PayPal,10,1.65,High
O202405283036,5/28/2024,CUST_1471,R01,Express,PayPal,2,13.95,low
O202410293037,10/29/2024,CUST_2130,R07,STANDARD,SEPA,8,0.24,low
O202503083038,3/8/2025,CUST_1434,R06,Overnight,SEPA,1,14.63,High
O202507233039,7/23/2025,CUST_1669,R02,Express,Visa,1,4.64,Urgent
O202310053040,10/5/2023,CUST_1281,R07,Overnight,visa,1,14.59,low
O202212183041,12/18/2022,CUST_1268,R05,Overnight,iDEAL,1,8,low
O202402233042,2/23/2024,CUST_1659,R07,Overnight,Mastercard,1,12.78,MEDIUM
O202403153043,3/15/2024,CUST_1964,R08,Economy,iDEAL,9,7.13,Urgent
O202411123044,11/12/2024,CUST_1661,R08,Express,Bancontact,2,11.95,MEDIUM
O202410233045,10/23/2024,CUST_1317,R06,Standard,Mastercard,6,14.96,MEDIUM
O202406173046,6/17/2024,CUST_1859,R08,STANDARD,visa,10,10.52,Low
O202310143047,10/14/2023,CUST_1324,R08,STANDARD,visa,10,9.91,low
O202503263048,3/26/2025,CUST_1672,R03,Express,visa,3,4.06,low
O202302173049,2/17/2023,CUST_1292,R01,Express,SEPA,3,0.61,High
O202303013050,3/1/2023,CUST_2148,R05,Standard,PayPal,9,15.01,Low
O202308213051,8/21/2023,CUST_1850,R06,express,PayPal,1,8.67,High
O202312193052,12/19/2023,CUST_1988,R07,Economy,Mastercard,9,4.53,High
O202408013053,8/1/2024,CUST_1268,R07,Economy,Mastercard,4,8.15,Medium
O202212163054,12/16/2022,CUST_1815,R04,Express,PayPal,2,8.41,Urgent
O202510123055,10/12/2025,CUST_2016,R04,express,Mastercard,3,6.1,Low
O202311223056,11/22/2023,CUST_1448,R01,Overnight,Visa,1,9.78,Urgent
O202304243057,4/24/2023,CUST_1788,R01,Express,Mastercard,3,3.69,low
O202412053058,12/5/2024,CUST_1598,R05,Standard,iDEAL,10,6.69,Urgent
O202302203059,2/20/2023,CUST_1371,R01,Economy,iDEAL,7,7.52,low
O202302073060,2/7/2023,CUST_1325,R02,Standard,iDEAL,6,7.74,MEDIUM
O202502243061,2/24/2025,CUST_2022,R08,express,Bancontact,1,5.46,Urgent
O202412133062,12/13/2024,CUST_1638,R06,Overnight,PayPal,1,14.13,Medium
O202403273063,3/27/2024,CUST_2033,R02,STANDARD,PayPal,10,5.71,MEDIUM
O202306163064,6/16/2023,CUST_1221,R01,Express,Bancontact,3,5.03,Medium
O202402253065,2/25/2024,CUST_1101,R03,Express,SEPA,1,15.09,High
O202312273066,12/27/2023,CUST_1748,R02,Overnight,SEPA,1,5.36,High
O202506093067,6/9/2025,CUST_1047,R03,express,PayPal,1,12.76,Urgent
O202211303068,11/30/2022,CUST_1790,R08,Overnight,SEPA,1,10.08,High
O202407013069,7/1/2024,CUST_1627,R08,express,Mastercard,1,14.43,Urgent
O202406083070,6/8/2024,CUST_2152,R04,Economy,PayPal,14,11.12,low
O202505173071,5/17/2025,CUST_1511,R01,Express,iDEAL,2,9.04,Urgent
O202310123072,10/12/2023,CUST_1707,R03,Economy,Visa,6,12.72,Low
O202509043073,9/4/2025,CUST_1423,R08,express,visa,1,8.71,low
O202404253074,4/25/2024,CUST_2087,R02,STANDARD,SEPA,10,15.33,low
O202411033075,11/3/2024,CUST_1170,R07,Economy,SEPA,9,1.07,MEDIUM
O202405193076,5/19/2024,CUST_1643,R07,Economy,PayPal,8,12.24,Medium
O202403023077,3/2/2024,CUST_2197,R01,Standard,PayPal,5,2.71,Medium
O202510133078,10/13/2025,CUST_1770,R08,STANDARD,PayPal,7,14.2,High
O202508253079,8/25/2025,CUST_2205,R08,express,iDEAL,3,0.72,MEDIUM
O202407093080,7/9/2024,CUST_1770,R08,Standard,SEPA,9,3.64,Urgent
O202308213081,8/21/2023,CUST_1704,R01,Economy,Mastercard,12,0.91,MEDIUM
O202407273082,7/27/2024,CUST_1158,R08,express,SEPA,1,7.9,Low
O202503173083,3/17/2025,CUST_1088,R04,Standard,Bancontact,5,4.75,MEDIUM
O202507263084,7/26/2025,CUST_2204,R03,Economy,SEPA,5,4.28,Urgent
O202408243085,8/24/2024,CUST_1364,R08,Overnight,PayPal,1,11.45,MEDIUM
O202312183086,12/18/2023,CUST_1258,R07,express,SEPA,3,1.44,Low
O202302153087,2/15/2023,CUST_1867,R07,STANDARD,iDEAL,5,11.85,High
O202408273088,8/27/2024,CUST_1748,R07,Economy,Bancontact,5,6.61,low
O202407103089,7/10/2024,CUST_1089,R04,express,SEPA,1,6.5,High
O202409303090,9/30/2024,CUST_2165,R06,Overnight,Visa,1,1.86,High
O202401233091,1/23/2024,CUST_1425,R06,express,Mastercard,1,14.46,High
O202509123092,9/12/2025,CUST_1305,R06,express,iDEAL,2,2.05,Medium
O202503293093,3/29/2025,CUST_2163,R08,Economy,PayPal,12,11.16,Urgent
O202507233094,7/23/2025,CUST_2134,R05,STANDARD,Bancontact,9,8.09,low
O202502143095,2/14/2025,CUST_1406,R02,STANDARD,Bancontact,6,2.58,MEDIUM
O202302133096,2/13/2023,CUST_1533,R04,express,iDEAL,1,5.54,low
O202304103097,4/10/2023,CUST_1865,R05,Express,Mastercard,1,2.14,Low
O202502083098,2/8/2025,CUST_2201,R01,Standard,Bancontact,8,1.72,low
O202305053099,5/5/2023,CUST_2169,R07,Express,Bancontact,3,13.35,Low
O202410093100,10/9/2024,CUST_1464,R07,Standard,Bancontact,6,0.19,Medium
O202410143101,10/14/2024,CUST_1855,R08,Express,SEPA,3,7.25,Urgent
O202406153102,6/15/2024,CUST_1341,R05,Standard,Visa,7,13.37,MEDIUM
O202301123103,1/12/2023,CUST_1445,R03,express,Mastercard,1,2.03,low
O202310233104,10/23/2023,CUST_1911,R05,Economy,Bancontact,7,5.18,MEDIUM
O202402133105,2/13/2024,CUST_1700,R07,Standard,Visa,9,12.01,High
O202403123106,3/12/2024,CUST_2107,R01,Economy,visa,10,10.73,MEDIUM
O202409053107,9/5/2024,CUST_2036,R07,Express,SEPA,1,3.19,MEDIUM
O202303123108,3/12/2023,CUST_1211,R02,Economy,Mastercard,12,7.44,low
O202301013109,1/1/2023,CUST_1429,R07,express,Bancontact,2,10.38,low
O202407153110,7/15/2024,CUST_1984,R03,STANDARD,Visa,10,6.61,Low
O202509213111,9/21/2025,CUST_1574,R06,Standard,Mastercard,6,7.84,High
O202310213112,10/21/2023,CUST_1570,R01,Express,Bancontact,2,10.1,Medium
O202306093113,6/9/2023,CUST_1412,R03,Economy,PayPal,9,10.99,MEDIUM
O202409063114,9/6/2024,CUST_1850,R08,Standard,iDEAL,10,12.97,MEDIUM
O202403263115,3/26/2024,CUST_1112,R06,express,iDEAL,2,7.27,High
O202307163116,7/16/2023,CUST_1816,R06,Express,PayPal,3,8.64,High
O202508223117,8/22/2025,CUST_1729,R03,Economy,iDEAL,12,8.02,Medium
O202211093118,11/9/2022,CUST_1152,R06,Standard,PayPal,9,7.92,Low
O202305023119,5/2/2023,CUST_1504,R07,Economy,Visa,10,7.03,Low
O202308093120,8/9/2023,CUST_2041,R03,Express,SEPA,2,9.05,Low
O202405043121,5/4/2024,CUST_2155,R01,Express,iDEAL,2,4.2,Low
O202311243122,11/24/2023,CUST_1525,R06,express,Bancontact,2,1.23,Medium
O202511023123,11/2/2025,CUST_1895,R06,Economy,PayPal,4,15.26,High
O202305053124,5/5/2023,CUST_1753,R06,Economy,Bancontact,11,2.26,Medium
O202411163125,11/16/2024,CUST_2211,R04,express,visa,1,9.24,Low
O202304283126,4/28/2023,CUST_1316,R08,Standard,Bancontact,8,12.36,MEDIUM
O202402143127,2/14/2024,CUST_1840,R01,Economy,iDEAL,11,15.87,Urgent
O202308063128,8/6/2023,CUST_1002,R03,Standard,visa,6,11.36,low
O202305253129,5/25/2023,CUST_1137,R03,Standard,visa,9,6.32,Urgent
O202503273130,3/27/2025,CUST_1451,R08,Express,Visa,1,3.57,Low
O202508273131,8/27/2025,CUST_1459,R07,Overnight,Bancontact,1,7.34,High
O202211063132,11/6/2022,CUST_1712,R07,Economy,visa,9,4.58,Medium
O202502133133,2/13/2025,CUST_2002,R08,Standard,PayPal,7,7.19,low
O202403143134,3/14/2024,CUST_1156,R07,Overnight,SEPA,1,9.42,MEDIUM
O202409303135,9/30/2024,CUST_1555,R07,STANDARD,SEPA,9,15.42,MEDIUM
O202302113136,2/11/2023,CUST_1725,R07,STANDARD,Visa,5,5.27,High
O202308073137,8/7/2023,CUST_2208,R03,express,visa,2,4.34,Urgent
O202509073138,9/7/2025,CUST_1100,R01,STANDARD,PayPal,9,0.23,High
O202406243139,6/24/2024,CUST_1791,R02,Overnight,iDEAL,1,12.26,High
O202301233140,1/23/2023,CUST_1053,R02,STANDARD,SEPA,5,14.76,Urgent
O202401043141,1/4/2024,CUST_2064,R06,Overnight,Bancontact,1,12.09,Medium
O202407253142,7/25/2024,CUST_2017,R05,Express,visa,2,3.7,low
O202301063143,1/6/2023,CUST_2136,R05,Standard,Mastercard,5,5.07,low
O202412143144,12/14/2024,CUST_2020,R02,STANDARD,Mastercard,6,15.3,Low
O202406243145,6/24/2024,CUST_1258,R05,Economy,visa,6,1.08,High
O202301253146,1/25/2023,CUST_1403,R06,STANDARD,PayPal,,4.69,MEDIUM
O202406013147,6/1/2024,CUST_1130,R03,Overnight,iDEAL,1,9.97,low
O202301143148,1/14/2023,CUST_1468,R03,Express,iDEAL,3,10.84,Urgent
O202501063149,1/6/2025,CUST_1882,R01,Economy,Bancontact,6,8.35,Low
O202303263150,3/26/2023,CUST_1414,R05,Standard,SEPA,6,13.05,Urgent
O202401213151,1/21/2024,CUST_2094,R08,Overnight,PayPal,1,10.41,High
O202510173152,10/17/2025,CUST_1205,R04,express,Mastercard,1,9.07,Medium
O202505053153,5/5/2025,CUST_1018,R03,express,visa,2,2.66,High
O202506243154,6/24/2025,CUST_1251,R06,Overnight,iDEAL,1,5.19,Medium
O202402013155,2/1/2024,CUST_1216,R02,express,iDEAL,2,6.98,Urgent
O202502093156,2/9/2025,CUST_1927,R08,Standard,iDEAL,6,12.48,MEDIUM
O202308043157,8/4/2023,CUST_1069,R04,Standard,Mastercard,9,15.81,Low
O202504153158,4/15/2025,CUST_1553,R01,Overnight,iDEAL,1,14.48,Medium
O202211273159,11/27/2022,CUST_1429,R07,Standard,Bancontact,8,7.69,low
O202310143160,10/14/2023,CUST_1546,R08,Economy,Mastercard,10,11.97,Urgent
O202303123161,3/12/2023,CUST_1388,R07,Overnight,iDEAL,1,7.6,Low
O202411143162,11/14/2024,CUST_1195,R05,Overnight,Mastercard,1,12.21,Low
O202504273163,4/27/2025,CUST_1616,R05,Economy,visa,12,15.68,Low
O202308133164,8/13/2023,CUST_1859,R01,Economy,Visa,12,1.66,High
O202306183165,6/18/2023,CUST_1645,R07,express,Mastercard,1,5.49,Low
O202505303166,5/30/2025,CUST_1877,R05,Economy,Bancontact,11,10.35,High
O202502253167,2/25/2025,CUST_2090,R01,STANDARD,iDEAL,6,3.34,High
O202402013168,2/1/2024,CUST_1531,R07,Overnight,SEPA,1,12.11,Low
O202509083169,9/8/2025,CUST_1878,R01,Express,SEPA,2,14.35,Urgent
O202312213170,12/21/2023,CUST_1494,R04,STANDARD,iDEAL,6,9.95,Low
O202308113171,8/11/2023,CUST_1572,R06,express,Visa,2,13.77,Low
O202506213172,6/21/2025,CUST_2087,R03,express,Mastercard,3,13.14,Medium
O202310073173,10/7/2023,CUST_1552,R03,express,Visa,2,8.38,MEDIUM
O202501073174,1/7/2025,CUST_1330,R07,STANDARD,Bancontact,10,6.67,Medium
O202401163175,1/16/2024,CUST_1962,R01,Express,SEPA,3,15.85,Urgent
O202504283176,4/28/2025,CUST_1380,R07,STANDARD,Visa,9,3.02,High
O202309143177,9/14/2023,CUST_1367,R05,Standard,visa,10,14.88,MEDIUM
O202401313178,1/31/2024,CUST_1286,R01,express,Mastercard,2,9.25,MEDIUM
O202305143179,5/14/2023,CUST_2028,R06,Overnight,PayPal,1,1.03,low
O202310033180,10/3/2023,CUST_1652,R04,Standard,PayPal,5,3.7,Urgent
O202402043181,2/4/2024,CUST_1058,R04,Express,iDEAL,1,3.04,MEDIUM
O202407133182,7/13/2024,CUST_1019,R05,express,iDEAL,3,5.75,High
O202503233183,3/23/2025,CUST_2032,R07,Economy,Mastercard,5,12.43,Low
O202303033184,3/3/2023,CUST_2075,R07,Express,visa,3,8.55,Urgent
O202406213185,6/21/2024,CUST_1431,R05,express,Bancontact,1,8.36,low
O202310253186,10/25/2023,CUST_1432,R01,STANDARD,Mastercard,7,2.82,low
O202406153187,6/15/2024,CUST_1810,R08,Economy,Mastercard,10,6.33,Medium
O202212043188,12/4/2022,CUST_2135,R05,express,Visa,1,11.87,Medium
O202509183189,9/18/2025,CUST_1030,R04,Express,SEPA,2,0.78,Low
O202508203190,8/20/2025,CUST_1577,R02,Economy,Visa,10,3.82,MEDIUM
O202401303191,1/30/2024,CUST_1071,R04,Standard,Visa,10,1.56,Urgent
O202402253192,2/25/2024,CUST_1769,R07,Express,visa,1,5.79,Low
O202407193193,7/19/2024,CUST_1149,R05,Standard,iDEAL,10,9.81,Urgent
O202309083194,9/8/2023,CUST_1334,R06,Standard,visa,5,8.16,low
O202503243195,3/24/2025,CUST_1164,R01,express,SEPA,2,11.8,High
O202311103196,11/10/2023,CUST_1798,R01,Overnight,Bancontact,1,10.16,Urgent
O202404203197,4/20/2024,CUST_1688,R04,STANDARD,visa,10,14.5,MEDIUM
O202412173198,12/17/2024,CUST_1275,R05,Overnight,Visa,1,6.64,MEDIUM
O202508033199,8/3/2025,CUST_2118,R05,Overnight,Bancontact,1,3.52,Medium
O202304053200,4/5/2023,CUST_1882,R06,Standard,visa,6,4.37,Medium
O202510103201,10/10/2025,CUST_2172,R04,Overnight,PayPal,1,13.51,High
O202506013202,6/1/2025,CUST_1157,R02,Economy,Visa,14,2.74,low
O202412073203,12/7/2024,CUST_1050,R03,Express,SEPA,3,5.52,MEDIUM
O202301023204,1/2/2023,CUST_1872,R07,express,Visa,2,3.73,Medium
O202312133205,12/13/2023,CUST_1250,R08,Standard,PayPal,8,5.05,Low
O202303163206,3/16/2023,CUST_1350,R03,Overnight,visa,1,2.84,High
O202311043207,11/4/2023,CUST_2040,R02,Overnight,visa,1,0.76,low
O202410263208,10/26/2024,CUST_1285,R02,express,visa,2,1.92,Medium
O202503043209,3/4/2025,CUST_1881,R03,Overnight,Visa,1,12.11,Urgent
O202402103210,2/10/2024,CUST_1279,R05,Economy,iDEAL,5,9.58,Medium
O202302193211,2/19/2023,CUST_1506,R03,Overnight,Visa,1,2.69,Low
O202501223212,1/22/2025,CUST_1312,R04,STANDARD,Mastercard,9,4.72,MEDIUM
O202402193213,2/19/2024,CUST_1987,R07,Overnight,PayPal,1,9.32,Low
