order_detail_id,order_id,product_id,quantity,discount,tax_rate,total_price,profit,unit_price,cost_price,is_loss_sale
OD0004213,O202508132032,P143,3,0.09,0.21,1340.35,241.77,405.76,288.65,False
OD0004214,O202508132032,P137,4,0.0,0.21,6952.18,1787.2,1436.4,989.6,False
OD0004215,O202309142033,P111,5,0.12,0.21,1995.22,491.89,374.76,231.41,False
OD0004216,O202309142033,P141,4,0.18,0.21,5607.84,708.01,1412.98,981.64,False
OD0004217,O202309142033,P152,1,0.29,0.21,1076.92,154.15,1253.54,735.86,False
OD0004218,O202309142033,P105,1,0.06,0.21,274.86,73.91,241.66,153.25,False
OD0004219,O202307242034,P150,3,0.04,0.21,1766.76,251.04,506.99,403.03,False
OD0004220,O202311132035,P145,2,0.15,0.21,833.37,64.64,405.14,312.05,False
OD0004221,O202305292036,P119,3,0.27,0.21,3061.19,369.52,1155.21,720.13,False
OD0004222,O202305292036,P160,2,0.17,0.21,2053.75,403.3,1022.48,647.01,False
OD0004223,O202305292036,P154,1,0.17,0.21,163.85,9.62,163.15,125.79,False
OD0004224,O202306242037,P116,1,0.07,0.21,865.57,176.91,769.19,538.433,False
OD0004225,O202507232038,P139,1,0.29,0.21,72.77,-5.91,84.7,66.05,True
OD0004226,O202507232038,P101,2,0.12,0.21,2374.31,658.06,1114.91,652.09,False
OD0004227,O202408232039,P119,1,0.23,0.21,1076.31,169.38,1155.21,720.13,False
OD0004228,O202408232039,P121,4,0.25,0.21,1112.12,195.59,306.37,180.88,False
OD0004229,O202309022040,P101,4,0.05,0.21,5126.36,1628.3,1114.91,652.09,False
OD0004230,O202304072041,P110,5,0.1,0.21,2220.42,383.31,407.79,290.35,False
OD0004231,O202304072041,P103,5,0.2,0.21,4095.85,315.95,846.25,613.81,False
OD0004232,O202301042042,P120,3,0.07,0.21,4922.43,1107.07,1458.11,987.02,False
OD0004233,O202301042042,P160,5,0.09,0.21,5629.26,1417.23,1022.48,647.01,False
OD0004234,O202307072043,P150,3,0.12,0.21,1619.53,129.36,506.99,403.03,False
OD0004235,O202307072043,P116,5,0.3,0.21,3257.52,0.0,769.19,538.433,False
OD0004236,O202307072043,P125,1,0.19,0.21,1418.11,103.0,1446.9,1068.99,False
OD0004237,O202508232044,P155,2,0.03,0.21,3047.54,564.24,1298.26,977.19,False
OD0004238,O202408072045,P107,1,0.18,0.21,126.41,14.38,127.4,90.09,False
OD0004239,O202408072045,P150,3,0.0,0.21,1840.37,311.88,506.99,403.03,False
OD0004240,O202401072046,P101,3,0.15,0.21,3440.05,886.75,1114.91,652.09,False
OD0004241,O202509222047,P139,1,0.24,0.21,77.89,-1.68,84.7,66.05,True
OD0004242,O202509222047,P115,5,0.0,0.21,2428.95,452.75,401.48,310.93,False
OD0004243,O202304252048,P104,1,0.03,0.21,498.24,97.76,424.5,314.0,False
OD0004244,O202304252048,P134,5,0.0,0.21,516.49,102.85,85.37,64.8,False
OD0004245,O202211052049,P157,1,0.27,0.21,151.09,-5.92,171.05,130.79,True
OD0004246,O202211052049,P154,5,0.19,0.21,799.52,31.81,163.15,125.79,False
OD0004247,O202405162050,P115,4,0.08,0.21,1787.71,233.73,401.48,310.93,False
OD0004248,O202405162050,P101,4,0.0,0.21,5396.16,1851.28,1114.91,652.09,False
OD0004249,O202405162050,P115,2,0.05,0.21,923.0,140.95,401.48,310.93,False
OD0004250,O202401102051,P155,2,0.21,0.21,2482.01,96.87,1298.26,977.19,False
OD0004251,O202405102052,P130,3,0.15,0.21,3638.05,892.79,1179.08,704.62,False
OD0004252,O202405102052,P145,1,0.04,0.21,470.61,76.88,405.14,312.05,False
OD0004253,O202405042053,P105,5,0.19,0.21,1184.25,212.47,241.66,153.25,False
OD0004254,O202404272054,P127,5,0.26,0.21,2300.01,340.29,513.74,312.11,False
OD0004255,O202501142055,P126,4,0.23,0.21,3645.97,354.55,978.31,664.66,False
OD0004256,O202501142055,P159,5,0.06,0.21,2417.6,510.13,425.11,297.577,False
OD0004257,O202412292056,P141,3,0.15,0.21,4359.75,658.18,1412.98,981.64,False
OD0004258,O202302022057,P159,1,0.13,0.21,447.51,72.27,425.11,297.577,False
OD0004259,O202510292058,P122,4,0.16,0.21,3000.49,588.23,738.02,472.88,False
OD0004260,O202501202059,P133,5,0.29,0.21,2743.11,311.48,638.6,391.11,False
OD0004261,O202501202059,P155,1,0.02,0.21,1539.48,295.1,1298.26,977.19,False
OD0004262,O202501282060,P159,3,0.0,0.21,1543.15,382.6,425.11,297.577,False
OD0004263,O202501282060,P114,5,0.0,0.21,8035.49,2751.2,1328.18,777.94,False
OD0004264,O202501282060,P120,1,0.26,0.21,1305.59,91.98,1458.11,987.02,False
OD0004265,O202405102061,P155,2,0.0,0.21,3141.79,642.14,1298.26,977.19,False
OD0004266,O202306072062,P149,3,0.06,0.21,1310.83,434.82,384.16,216.17,False
OD0004267,O202401292063,P135,3,0.17,0.21,2210.26,395.57,733.6,477.03,False
OD0004268,O202401292063,P122,3,0.08,0.21,2464.69,618.3,738.02,472.88,False
OD0004269,O202504282064,P148,4,0.09,0.21,1831.31,300.36,415.79,303.28,False
OD0004270,O202302152065,P129,4,0.0,0.21,4872.77,1678.96,1006.77,587.03,False
OD0004271,O202302152065,P148,2,0.11,0.21,895.53,133.55,415.79,303.28,False
OD0004272,O202302152065,P133,1,0.12,0.21,679.98,170.86,638.6,391.11,False
OD0004273,O202304262066,P115,3,0.0,0.21,1457.37,271.65,401.48,310.93,False
OD0004274,O202304262066,P127,5,0.21,0.21,2455.42,468.72,513.74,312.11,False
OD0004275,O202509282067,P112,3,0.17,0.21,1058.34,137.0,351.27,245.889,False
OD0004276,O202509282067,P117,1,0.0,0.21,300.52,74.73,248.36,173.63,False
OD0004277,O202509282067,P159,5,0.22,0.21,2006.09,170.04,425.11,297.577,False
OD0004278,O202507112068,P133,1,0.15,0.21,656.8,151.7,638.6,391.11,False
OD0004279,O202507112068,P146,2,0.29,0.21,1138.98,111.86,662.89,414.72,False
OD0004280,O202407302069,P146,3,0.09,0.21,2189.72,565.53,662.89,414.72,False
OD0004281,O202407302069,P138,3,0.05,0.21,1153.07,250.78,334.37,234.059,False
OD0004282,O202306172070,P126,5,0.18,0.21,4853.4,687.77,978.31,664.66,False
OD0004283,O202503252071,P147,5,0.29,0.21,6006.48,-416.21,1398.32,1076.05,True
OD0004284,O202503252071,P135,4,0.1,0.21,3195.56,732.84,733.6,477.03,False
OD0004285,O202503252071,P103,1,0.07,0.21,952.29,173.2,846.25,613.81,False
OD0004286,O202410152072,P112,3,0.14,0.21,1096.59,168.61,351.27,245.889,False
OD0004287,O202501032073,P120,3,0.03,0.21,5134.15,1282.04,1458.11,987.02,False
OD0004288,O202501032073,P110,2,0.06,0.21,927.64,185.95,407.79,290.35,False
OD0004289,O202405142074,P122,5,0.16,0.21,3750.62,735.28,738.02,472.88,False
OD0004290,O202503312075,P121,4,0.25,0.21,1112.12,195.59,306.37,180.88,False
OD0004291,O202503312075,P118,2,0.12,0.21,1700.23,183.31,798.38,610.92,False
OD0004292,O202503312075,P123,1,0.0,0.21,1595.06,564.98,1318.23,753.25,False
OD0004293,O202503312075,P111,3,0.18,0.21,1115.51,227.68,374.76,231.41,False
OD0004294,O202408162076,P149,2,0.1,0.21,836.7,259.15,384.16,216.17,False
OD0004295,O202408162076,P153,3,0.24,0.21,3722.95,-20.96,1349.48,1032.59,True
OD0004296,O202408162076,P154,1,0.05,0.21,187.54,-43.8,163.15,125.79,True
OD0004297,O202311202077,P128,4,0.25,0.21,1274.57,-20.92,351.12,268.57,True
OD0004298,O202505062078,P131,2,0.27,0.21,1099.78,207.25,622.54,350.83,False
OD0004299,O202505062078,P123,2,0.15,0.21,2711.6,734.49,1318.23,753.25,False
OD0004300,O202505062078,P119,5,0.03,0.21,6779.35,2002.12,1155.21,720.13,False
OD0004301,O202507232079,P132,5,0.01,0.21,3087.89,973.97,515.55,315.6,False
OD0004302,O202305222080,P155,3,0.17,0.21,3911.53,301.1,1298.26,977.19,False
OD0004303,O202302212081,P122,3,0.14,0.21,2303.95,485.45,738.02,472.88,False
OD0004304,O202302212081,P156,4,0.03,0.21,6513.99,1759.74,1387.49,905.93,False
OD0004305,O202302212081,P112,2,0.01,0.21,841.57,203.74,351.27,245.889,False
OD0004306,O202302212081,P115,4,0.07,0.21,1807.14,249.79,401.48,310.93,False
OD0004307,O202304142082,P155,3,0.06,0.21,4429.92,729.52,1298.26,977.19,False
OD0004308,O202304142082,P150,1,0.03,0.21,595.05,88.75,506.99,403.03,False
OD0004309,O202505302083,P144,4,0.11,0.21,2984.48,252.11,692.84,553.6,False
OD0004310,O202505302083,P146,4,0.19,0.21,2598.79,488.88,662.89,414.72,False
OD0004311,O202505302083,P113,4,0.0,0.21,1569.9,299.6,324.36,249.46,False
OD0004312,O202308132084,P159,3,0.0,0.21,1543.15,382.6,425.11,297.577,False
OD0004313,O202308132084,P109,1,0.09,0.21,467.05,114.01,424.17,271.98,False
OD0004314,O202312012085,P107,5,0.2,0.21,616.62,59.15,127.4,90.09,False
OD0004315,O202312012085,P152,2,0.01,0.21,3003.23,1010.29,1253.54,735.86,False
OD0004316,O202502072086,P105,3,0.09,0.21,798.28,199.98,241.66,153.25,False
OD0004317,O202502072086,P139,1,0.18,0.21,84.04,3.4,84.7,66.05,False
OD0004318,O202502072086,P129,5,0.25,0.21,4568.22,840.24,1006.77,587.03,False
OD0004319,O202502072086,P141,1,0.0,0.21,1709.71,431.34,1412.98,981.64,False
OD0004320,O202510192087,P121,1,0.0,0.21,370.71,125.49,306.37,180.88,False
OD0004321,O202408112088,P140,1,0.08,0.21,1423.23,281.27,1278.5,894.9499999999999,False
OD0004322,O202408112088,P135,5,0.0,0.21,4438.28,1282.85,733.6,477.03,False
OD0004323,O202308062089,P155,5,0.07,0.21,7304.66,1150.96,1298.26,977.19,False
OD0004324,O202307072090,P142,3,0.14,0.21,3088.96,685.45,989.48,622.47,False
OD0004325,O202307072090,P141,1,0.02,0.21,1675.51,403.08,1412.98,981.64,False
OD0004326,O202307072090,P140,4,0.04,0.21,5940.42,1329.64,1278.5,894.9499999999999,False
OD0004327,O202309152091,P155,5,0.02,0.21,7697.38,1475.52,1298.26,977.19,False
OD0004328,O202403032092,P121,5,0.05,0.21,1760.86,550.86,306.37,180.88,False
OD0004329,O202403032092,P106,5,0.16,0.21,6468.22,561.38,1272.77,956.85,False
OD0004330,O202403032092,P108,4,0.21,0.21,434.48,21.23,113.63,84.46,False
OD0004331,O202504082093,P105,4,0.12,0.21,1029.28,237.64,241.66,153.25,False
OD0004332,O202402112094,P117,1,0.2,0.21,240.41,25.06,248.36,173.63,False
OD0004333,O202505192095,P115,1,0.01,0.21,480.93,86.54,401.48,310.93,False
OD0004334,O202505192095,P141,4,0.07,0.21,6360.11,1329.73,1412.98,981.64,False
OD0004335,O202408192096,P157,1,0.03,0.21,200.76,35.13,171.05,130.79,False
OD0004336,O202408192096,P123,3,0.08,0.21,4402.36,1378.56,1318.23,753.25,False
OD0004337,O202404122097,P104,5,0.24,0.21,1951.85,43.1,424.5,314.0,False
OD0004338,O202404122097,P132,5,0.28,0.21,2245.74,277.98,515.55,315.6,False
OD0004339,O202504092098,P111,3,0.0,0.21,1360.38,430.05,374.76,231.41,False
OD0004340,O202503222099,P113,2,0.01,0.21,777.1,143.31,324.36,249.46,False
OD0004341,O202503222099,P127,5,0.04,0.21,2983.8,905.4,513.74,312.11,False
OD0004342,O202304242100,P133,3,0.05,0.21,2202.21,646.68,638.6,391.11,False
OD0004343,O202304242100,P117,5,0.1,0.21,1352.32,249.47,248.36,173.63,False
OD0004344,O202304242100,P160,3,0.25,0.21,2783.7,359.55,1022.48,647.01,False
OD0004345,O202501042101,P125,1,0.06,0.21,1645.7,291.1,1446.9,1068.99,False
OD0004346,O202305202102,P127,2,0.0,0.21,1243.25,403.26,513.74,312.11,False
OD0004347,O202310112103,P144,2,0.26,0.21,1240.74,-81.8,692.84,553.6,True
OD0004348,O202310112103,P104,5,0.18,0.21,2105.94,170.45,424.5,314.0,False
OD0004349,O202310112103,P112,5,0.23,0.21,1636.39,122.94,351.27,245.889,False
OD0004350,O202311252104,P127,3,0.15,0.21,1585.14,373.71,513.74,312.11,False
OD0004351,O202311252104,P131,1,0.1,0.21,677.95,209.46,622.54,350.83,False
OD0004352,O202507302105,P122,2,0.08,0.21,1643.13,412.2,738.02,472.88,False
OD0004353,O202507302105,P108,4,0.03,0.21,533.47,103.04,113.63,84.46,False
OD0004354,O202408082106,P123,5,0.09,0.21,7257.52,2231.7,1318.23,753.25,False
OD0004355,O202408082106,P147,1,0.08,0.21,1556.61,210.4,1398.32,1076.05,False
OD0004356,O202408082106,P128,3,0.26,0.21,943.18,-26.22,351.12,268.57,True
OD0004357,O202304242107,P139,2,0.2,0.21,163.98,3.42,84.7,66.05,False
OD0004358,O202304242107,P125,4,0.28,0.21,5042.16,-108.89,1446.9,1068.99,True
OD0004359,O202304242107,P156,5,0.13,0.21,7303.05,1505.93,1387.49,905.93,False
OD0004360,O202211252108,P118,5,0.17,0.21,4009.07,258.68,798.38,610.92,False
OD0004361,O202306022109,P106,5,0.0,0.21,7700.26,1579.6,1272.77,956.85,False
OD0004362,O202312312110,P108,3,0.27,0.21,301.11,-4.53,113.63,84.46,True
OD0004363,O202312312110,P152,3,0.3,0.21,3185.25,424.85,1253.54,735.86,False
OD0004364,O202312312110,P124,5,0.05,0.21,1156.91,264.23,201.29,138.38,False
OD0004365,O202312312110,P118,3,0.11,0.21,2579.33,298.91,798.38,610.92,False
OD0004366,O202509062111,P121,3,0.3,0.21,778.49,100.74,306.37,180.88,False
OD0004367,O202509062111,P107,3,0.19,0.21,374.59,39.31,127.4,90.09,False
OD0004368,O202310172112,P132,3,0.2,0.21,1497.16,290.52,515.55,315.6,False
OD0004369,O202310172112,P156,3,0.0,0.21,5036.59,1444.68,1387.49,905.93,False
OD0004370,O202504222113,P132,3,0.0,0.21,1871.45,599.85,515.55,315.6,False
OD0004371,O202504222113,P101,2,0.23,0.21,2077.52,412.78,1114.91,652.09,False
OD0004372,O202311122114,P101,1,0.0,0.21,1349.04,462.82,1114.91,652.09,False
OD0004373,O202311122114,P160,2,0.04,0.21,2375.43,669.14,1022.48,647.01,False
OD0004374,O202311122114,P149,3,0.0,0.21,1394.5,503.97,384.16,216.17,False
OD0004375,O202406272115,P107,4,0.22,0.21,480.96,37.13,127.4,90.09,False
OD0004376,O202309252116,P113,1,0.02,0.21,384.63,68.41,324.36,249.46,False
OD0004377,O202309252116,P127,4,0.0,0.21,2486.5,806.52,513.74,312.11,False
OD0004378,O202409012117,P108,3,0.2,0.21,329.98,19.33,113.63,84.46,False
OD0004379,O202409012117,P115,1,0.06,0.21,456.64,66.46,401.48,310.93,False
OD0004380,O202409012117,P103,3,0.04,0.21,2949.01,595.77,846.25,613.81,False
OD0004381,O202301062118,P113,1,0.0,0.21,392.48,74.9,324.36,249.46,False
OD0004382,O202301062118,P149,4,0.29,0.21,1320.13,226.33,384.16,216.17,False
OD0004383,O202307222119,P133,4,0.04,0.21,2967.19,887.78,638.6,391.11,False
OD0004384,O202307222119,P102,1,0.26,0.21,51.35,2.29,57.35,40.145,False
OD0004385,O202307222119,P133,1,0.29,0.21,548.62,62.3,638.6,391.11,False
OD0004386,O202307222119,P134,4,0.23,0.21,318.16,3.74,85.37,64.8,False
OD0004387,O202308032120,P144,3,0.0,0.21,2515.01,417.72,692.84,553.6,False
OD0004388,O202308032120,P149,4,0.02,0.21,1822.15,641.23,384.16,216.17,False
OD0004389,O202211062121,P140,5,0.28,0.21,5569.15,127.85,1278.5,894.9499999999999,False
OD0004390,O202211062121,P112,5,0.02,0.21,2082.68,491.78,351.27,245.889,False
OD0004391,O202312252122,P158,1,0.26,0.21,416.12,-92.79,464.73,282.04,True
OD0004392,O202312252122,P105,5,0.14,0.21,1257.36,272.89,241.66,153.25,False
OD0004393,O202312252122,P106,5,0.16,0.21,6468.22,561.38,1272.77,956.85,False
OD0004394,O202306182123,P151,1,0.1,0.21,704.86,129.45,647.25,453.075,False
OD0004395,O202306182123,P132,5,0.19,0.21,2526.45,509.98,515.55,315.6,False
OD0004396,O202412292124,P108,2,0.0,0.21,274.98,58.34,113.63,84.46,False
OD0004397,O202412292124,P146,3,0.08,0.21,2213.79,585.42,662.89,414.72,False
OD0004398,O202404042125,P124,4,0.28,0.21,701.46,26.2,201.29,138.38,False
OD0004399,O202404042125,P157,4,0.1,0.21,745.09,92.62,171.05,130.79,False
OD0004400,O202404042125,P139,5,0.28,0.21,368.95,-25.33,84.7,66.05,True
OD0004401,O202501092126,P135,1,0.0,0.21,887.66,256.57,733.6,477.03,False
OD0004402,O202409092127,P144,3,0.08,0.21,2313.81,251.44,692.84,553.6,False
OD0004403,O202308202128,P113,3,0.08,0.21,1083.23,146.85,324.36,249.46,False
OD0004404,O202308202128,P107,3,0.28,0.21,332.97,4.91,127.4,90.09,False
OD0004405,O202307022129,P117,4,0.11,0.21,1069.84,189.64,248.36,173.63,False
OD0004406,O202503012130,P147,3,0.08,0.21,4669.83,631.21,1398.32,1076.05,False
OD0004407,O202403152131,P141,2,0.07,0.21,3180.05,664.86,1412.98,981.64,False
OD0004408,O202312012132,P107,2,0.08,0.21,283.64,54.24,127.4,90.09,False
OD0004409,O202312012132,P138,2,0.07,0.21,752.53,153.81,334.37,234.059,False
OD0004410,O202407192133,P158,1,0.04,0.21,539.83,164.1,464.73,282.04,False
OD0004411,O202407192133,P144,5,0.28,0.21,3018.01,-273.78,692.84,553.6,True
OD0004412,O202302042134,P154,2,0.22,0.21,307.96,2.93,163.15,125.79,False
OD0004413,O202302042134,P107,3,0.23,0.21,356.1,24.02,127.4,90.09,False
OD0004414,O202302042134,P106,1,0.16,0.21,1293.64,112.28,1272.77,956.85,False
OD0004415,O202504102135,P160,2,0.04,0.21,2375.43,669.14,1022.48,647.01,False
OD0004416,O202504102135,P114,1,0.23,0.21,1237.47,244.76,1328.18,777.94,False
OD0004417,O202401272136,P132,1,0.28,0.21,449.15,55.6,515.55,315.6,False
OD0004418,O202401272136,P129,1,0.26,0.21,901.46,157.98,1006.77,587.03,False
OD0004419,O202404052137,P124,3,0.12,0.21,643.0,116.27,201.29,138.38,False
OD0004420,O202404052137,P129,3,0.29,0.21,2594.75,383.33,1006.77,587.03,False
OD0004421,O202404052137,P130,2,0.0,0.21,2853.37,948.92,1179.08,704.62,False
OD0004422,O202303192138,P121,2,0.13,0.21,645.03,171.32,306.37,180.88,False
OD0004423,O202303192138,P160,5,0.26,0.21,4577.64,548.13,1022.48,647.01,False
OD0004424,O202303192138,P121,1,0.12,0.21,326.22,88.73,306.37,180.88,False
OD0004425,O202406272139,P150,3,0.24,0.21,1398.68,-53.15,506.99,403.03,True
OD0004426,O202406272139,P139,2,0.21,0.21,161.93,1.73,84.7,66.05,False
OD0004427,O202406272139,P140,1,0.02,0.21,1516.05,357.98,1278.5,894.9499999999999,False
OD0004429,O202408192140,P107,1,0.15,0.21,131.03,18.2,127.4,90.09,False
OD0004430,O202408192140,P119,4,0.2,0.21,4472.97,816.15,1155.21,720.13,False
OD0004431,O202402012141,P120,5,0.0,0.21,8821.57,2355.45,1458.11,987.02,False
OD0004432,O202408272142,P130,1,0.0,0.21,1426.69,474.46,1179.08,704.62,False
OD0004433,O202408272142,P116,5,0.23,0.21,3583.27,269.22,769.19,538.433,False
OD0004434,O202408272142,P104,1,0.07,0.21,477.69,80.78,424.5,314.0,False
OD0004435,O202510222143,P121,5,0.28,0.21,1334.55,198.53,306.37,180.88,False
OD0004436,O202311072144,P108,5,0.28,0.21,494.97,-13.23,113.63,84.46,True
OD0004437,O202311072144,P156,3,0.0,0.21,5036.59,1444.68,1387.49,905.93,False
OD0004438,O202211162145,P104,4,0.1,0.21,1849.12,272.2,424.5,314.0,False
OD0004439,O202211162145,P144,5,0.09,0.21,3814.43,384.42,692.84,553.6,False
OD0004440,O202211162145,P120,3,0.09,0.21,4816.57,1019.58,1458.11,987.02,False
OD0004441,O202211162145,P118,5,0.15,0.21,4105.67,338.51,798.38,610.92,False
OD0004442,O202509052146,P133,4,0.3,0.21,2163.58,223.64,638.6,391.11,False
OD0004443,O202509052146,P107,2,0.27,0.21,225.06,5.82,127.4,90.09,False
OD0004444,O202306282147,P129,2,0.1,0.21,2192.75,638.13,1006.77,587.03,False
OD0004445,O202306282147,P154,3,0.0,0.21,592.23,112.08,163.15,125.79,False
OD0004446,O202501152148,P114,2,0.0,0.21,3214.2,1100.48,1328.18,777.94,False
OD0004447,O202501152148,P135,1,0.16,0.21,745.63,139.19,733.6,477.03,False
OD0004448,O202410232149,P114,3,0.29,0.21,3423.12,495.2,1328.18,777.94,False
OD0004449,O202410232149,P127,5,0.15,0.21,2641.91,-934.26,513.74,312.11,True
OD0004450,O202410232149,P124,4,0.25,0.21,730.68,50.35,201.29,138.38,False
OD0004451,O202410232149,P112,4,0.07,0.21,1581.14,323.17,351.27,245.889,False
OD0004452,O202306032150,P120,2,0.18,0.21,2893.47,417.26,1458.11,987.02,False
OD0004453,O202211182151,P131,1,0.1,0.21,677.95,209.46,622.54,350.83,False
OD0004454,O202211182151,P151,2,0.14,0.21,1347.06,207.12,647.25,453.075,False
OD0004455,O202407012152,P112,3,0.26,0.21,943.58,42.15,351.27,245.889,False
OD0004456,O202407012152,P108,5,0.02,0.21,673.71,134.49,113.63,84.46,False
OD0004457,O202407012152,P146,5,0.28,0.21,2887.55,312.8,662.89,414.72,False
OD0004458,O202407012152,P117,2,0.1,0.21,540.93,99.79,248.36,173.63,False
OD0004459,O202405212153,P152,2,0.0,0.21,3033.57,1035.36,1253.54,735.86,False
OD0004460,O202405212153,P109,4,0.19,0.21,1662.92,286.39,424.17,271.98,False
OD0004461,O202308052154,P103,1,0.03,0.21,993.24,207.05,846.25,613.81,False
OD0004462,O202308052154,P140,2,0.18,0.21,2537.06,306.84,1278.5,894.9499999999999,False
OD0004463,O202308052154,P160,2,0.2,0.21,1979.52,341.95,1022.48,647.01,False
OD0004464,O202306122155,P152,5,0.0,0.21,7583.92,2588.4,1253.54,735.86,False
OD0004465,O202401032156,P141,3,0.1,0.21,4616.21,870.13,1412.98,981.64,False
OD0004466,O202503282157,P124,5,0.24,0.21,925.53,73.0,201.29,138.38,False
OD0004467,O202303282158,P134,3,0.14,0.21,266.51,25.85,85.37,64.8,False
OD0004468,O202303282158,P105,4,0.18,0.21,959.1,179.64,241.66,153.25,False
OD0004469,O202401062159,P121,4,0.0,0.21,1482.83,501.96,306.37,180.88,False
OD0004470,O202401062159,P128,1,0.09,0.21,386.62,50.95,351.12,268.57,False
OD0004471,O202501032160,P108,1,0.08,0.21,126.49,20.08,113.63,84.46,False
OD0004472,O202501032160,P136,3,0.16,0.21,4507.05,416.74,1478.11,1102.7,False
OD0004473,O202501032160,P114,2,0.24,0.21,2442.79,462.95,1328.18,777.94,False
OD0004474,O202501032160,P129,4,0.21,0.21,3849.49,833.27,1006.77,587.03,False
OD0004475,O202509062161,P156,3,0.24,0.21,3827.81,445.69,1387.49,905.93,False
OD0004476,O202509062161,P148,3,0.14,0.21,1298.01,162.9,415.79,303.28,False
OD0004477,O202509062161,P140,4,0.01,0.21,6126.06,1483.06,1278.5,894.9499999999999,False
OD0004478,O202508232162,P132,4,0.02,0.21,2445.36,-1137.84,515.55,315.6,True
OD0004479,O202508232162,P102,3,0.28,0.21,149.89,3.44,57.35,40.145,False
OD0004480,O202508232162,P104,5,0.16,0.21,2157.31,212.9,424.5,314.0,False
OD0004481,O202307252163,P108,5,0.16,0.21,577.47,54.95,113.63,84.46,False
OD0004482,O202501132164,P118,3,0.03,0.21,2811.18,490.53,798.38,610.92,False
OD0004483,O202501132164,P111,1,0.29,0.21,321.96,34.67,374.76,231.41,False
OD0004484,O202307022165,P134,2,0.25,0.21,154.95,-1.54,85.37,64.8,True
OD0004485,O202307022165,P117,5,0.1,0.21,1352.32,249.47,248.36,173.63,False
OD0004486,O202403182166,P106,2,0.0,0.21,3080.1,631.84,1272.77,956.85,False
OD0004487,O202403182166,P124,5,0.24,0.21,925.53,73.0,201.29,138.38,False
OD0004488,O202403182166,P116,5,0.0,0.21,4653.6,1153.79,769.19,538.433,False
OD0004489,O202403182166,P159,4,0.2,0.21,1646.03,170.04,425.11,297.577,False
OD0004490,O202403122167,P129,4,0.27,0.21,3557.12,591.65,1006.77,587.03,False
OD0004491,O202309012168,P157,4,0.02,0.21,811.32,147.36,171.05,130.79,False
OD0004492,O202309012168,P160,2,0.14,0.21,2127.99,464.65,1022.48,647.01,False
OD0004493,O202404272169,P116,4,0.23,0.21,2866.62,215.37,769.19,538.433,False
OD0004494,O202404272169,P140,5,0.21,0.21,6110.59,575.32,1278.5,894.9499999999999,False
OD0004495,O202403252170,P159,1,0.19,0.21,416.65,46.76,425.11,297.577,False
OD0004496,O202403252170,P158,2,0.13,0.21,978.44,244.55,464.73,282.04,False
OD0004497,O202403252170,P146,5,0.0,0.21,4010.48,1240.85,662.89,414.72,False
OD0004498,O202408272171,P105,5,0.0,0.21,1462.04,442.05,241.66,153.25,False
OD0004499,O202408272171,P126,4,0.0,0.21,4735.02,1254.6,978.31,664.66,False
OD0004500,O202402292172,P154,3,0.0,0.21,592.23,112.08,163.15,125.79,False
OD0004501,O202402292172,P127,1,0.2,0.21,497.3,98.88,513.74,312.11,False
OD0004502,O202211092173,P116,3,0.13,0.21,2429.18,392.29,769.19,538.433,False
OD0004503,O202302132174,P132,5,0.08,0.21,2869.55,793.53,515.55,315.6,False
OD0004504,O202407312175,P151,4,0.23,0.21,2412.17,181.23,647.25,453.075,False
OD0004505,O202407312175,P118,3,0.18,0.21,2376.46,131.25,798.38,610.92,False
OD0004506,O202407312175,P151,3,0.07,0.21,2185.05,446.6,647.25,453.075,False
OD0004507,O202407312175,P117,5,0.11,0.21,1337.29,237.05,248.36,173.63,False
OD0004508,O202303072176,P104,1,0.0,0.21,513.64,110.5,424.5,314.0,False
OD0004509,O202303072176,P143,5,0.08,0.21,2258.46,423.25,405.76,288.65,False
OD0004510,O202501282177,P147,4,0.11,0.21,6023.4,673.82,1398.32,1076.05,False
OD0004511,O202212062178,P127,2,0.19,0.21,1007.03,208.04,513.74,312.11,False
OD0004512,O202212062178,P153,2,0.28,0.21,2351.33,-121.93,1349.48,1032.59,True
OD0004513,O202212182179,P135,2,0.28,0.21,1278.22,102.32,733.6,477.03,False
OD0004514,O202212182179,P131,1,0.1,0.21,677.95,209.46,622.54,350.83,False
OD0004515,O202212182179,P140,4,0.14,0.21,5321.63,818.24,1278.5,894.9499999999999,False
OD0004516,O202212192180,P139,1,0.18,0.21,84.04,3.4,84.7,66.05,False
OD0004517,O202404012181,P136,5,0.04,0.21,8584.86,1581.43,1478.11,1102.7,False
OD0004518,O202412232182,P106,4,0.19,0.21,4989.77,296.37,1272.77,956.85,False
OD0004519,O202412232182,P107,1,0.23,0.21,118.7,8.01,127.4,90.09,False
OD0004520,O202412232182,P108,2,0.14,0.21,236.49,26.52,113.63,84.46,False
OD0004521,O202412232182,P156,3,0.05,0.21,4784.76,1236.56,1387.49,905.93,False
OD0004522,O202303292183,P125,2,0.03,0.21,3396.45,669.01,1446.9,1068.99,False
OD0004523,O202212212184,P123,3,0.23,0.21,3684.58,-1178.04,1318.23,753.25,True
OD0004524,O202212212184,P141,5,0.18,0.21,7009.79,885.02,1412.98,981.64,False
OD0004525,O202307162185,P104,4,0.22,0.21,1602.57,68.44,424.5,314.0,False
OD0004526,O202307162185,P149,2,0.29,0.21,660.06,113.17,384.16,216.17,False
OD0004527,O202408082186,P130,2,0.27,0.21,2082.96,312.22,1179.08,704.62,False
